Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
KR,KROGER,Consumer Staples,Equity,"10,613,249.36",0.07,"10,613,249.36","179,642.00",59.08,United States,New York Stock Exchange Inc.,USD,1.00,--
KRC,KILROY REALTY REIT CORP,Real Estate,Equity,"1,235,111.20",0.01,"1,235,111.20","31,348.00",39.40,United States,New York Stock Exchange Inc.,USD,1.00,--
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials,Equity,"184,551.10",0.00,"184,551.10","16,118.00",11.45,United States,New York Stock Exchange Inc.,USD,1.00,--
KRG,KITE REALTY GROUP TRUST REIT,Real Estate,Equity,"1,500,141.28",0.01,"1,500,141.28","55,892.00",26.84,United States,New York Stock Exchange Inc.,USD,1.00,--
KRNY,KEARNY FINANCIAL CORP,Financials,Equity,"129,884.22",0.00,"129,884.22","15,801.00",8.22,United States,NASDAQ,USD,1.00,--
KROS,KEROS THERAPEUTICS INC,Health Care,Equity,"423,838.05",0.00,"423,838.05","7,023.00",60.35,United States,NASDAQ,USD,1.00,--
KRRO,KORRO BIO INC,Health Care,Equity,"162,220.80",0.00,"162,220.80","3,264.00",49.70,United States,NASDAQ,USD,1.00,--
KRUS,KURA SUSHI USA INC,Consumer Discretionary,Equity,"143,150.08",0.00,"143,150.08","1,532.00",93.44,United States,NASDAQ,USD,1.00,--
KRYS,KRYSTAL BIOTECH INC,Health Care,Equity,"1,187,271.27",0.01,"1,187,271.27","6,693.00",177.39,United States,NASDAQ,USD,1.00,--
KSS,KOHLS CORP,Consumer Discretionary,Equity,"550,947.18",0.00,"550,947.18","29,589.00",18.62,United States,New York Stock Exchange Inc.,USD,1.00,--
KTB,KONTOOR BRANDS INC,Consumer Discretionary,Equity,"1,296,286.37",0.01,"1,296,286.37","14,281.00",90.77,United States,New York Stock Exchange Inc.,USD,1.00,--
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,Equity,"1,040,575.36",0.01,"1,040,575.36","41,162.00",25.28,United States,NASDAQ,USD,1.00,--
KURA,KURA ONCOLOGY INC,Health Care,Equity,"277,477.23",0.00,"277,477.23","16,827.00",16.49,United States,NASDAQ,USD,1.00,--
KVUE,KENVUE INC,Consumer Staples,Equity,"12,189,866.61",0.08,"12,189,866.61","516,301.00",23.61,United States,New York Stock Exchange Inc.,USD,1.00,--
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,Equity,"346,218.36",0.00,"346,218.36","31,998.00",10.82,United States,New York Stock Exchange Inc.,USD,1.00,--
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"603,853.56",0.00,"603,853.56","3,582.00",168.58,United States,New York Stock Exchange Inc.,USD,1.00,--
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,"599,995.76",0.00,"599,995.76","13,059.00",45.95,United States,NASDAQ,USD,1.00,--
L,LOEWS CORP,Financials,Equity,"3,962,476.80",0.03,"3,962,476.80","47,856.00",82.80,United States,New York Stock Exchange Inc.,USD,1.00,--
LAB,STANDARD BIOTOOLS INC,Health Care,Equity,"140,057.90",0.00,"140,057.90","82,387.00",1.70,United States,NASDAQ,USD,1.00,--
LAD,LITHIA MOTORS INC CLASS A,Consumer Discretionary,Equity,"2,653,355.81",0.02,"2,653,355.81","7,121.00",372.61,United States,New York Stock Exchange Inc.,USD,1.00,--
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,"330,946.20",0.00,"330,946.20","28,286.00",11.70,United States,New York Stock Exchange Inc.,USD,1.00,--
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"2,990,568.00",0.02,"2,990,568.00","23,520.00",127.15,United States,NASDAQ,USD,1.00,--
LANC,LANCASTER COLONY CORP,Consumer Staples,Equity,"940,607.26",0.01,"940,607.26","5,107.00",184.18,United States,NASDAQ,USD,1.00,--
LAND,GLADSTONE LAND REIT CORP,Real Estate,Equity,"111,847.68",0.00,"111,847.68","9,344.00",11.97,United States,NASDAQ,USD,1.00,--
LASR,NLIGHT INC,Information Technology,Equity,"115,484.41",0.00,"115,484.41","11,009.00",10.49,United States,NASDAQ,USD,1.00,--
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,Equity,"652,523.10",0.00,"652,523.10","35,657.00",18.30,United States,NASDAQ,USD,1.00,--
LAW,CS DISCO INC,Information Technology,Equity,"55,664.00",0.00,"55,664.00","9,800.00",5.68,United States,New York Stock Exchange Inc.,USD,1.00,--
LAZ,LAZARD INC,Financials,Equity,"1,633,043.12",0.01,"1,633,043.12","29,287.00",55.76,United States,New York Stock Exchange Inc.,USD,1.00,--
LAZR,LUMINAR TECHNOLOGIES INC CLASS A,Consumer Discretionary,Equity,"68,745.29",0.00,"68,745.29","66,743.00",1.03,United States,NASDAQ,USD,1.00,--
LBPH,LONGBOARD PHARMACEUTICALS INC,Health Care,Equity,"517,348.40",0.00,"517,348.40","8,660.00",59.74,United States,NASDAQ,USD,1.00,--
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication,Equity,"371,178.53",0.00,"371,178.53","4,157.00",89.29,United States,NASDAQ,USD,1.00,--
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity,"2,616,952.96",0.02,"2,616,952.96","29,168.00",89.72,United States,NASDAQ,USD,1.00,--
LBRT,LIBERTY ENERGY INC CLASS A,Energy,Equity,"723,407.46",0.00,"723,407.46","41,719.00",17.34,United States,New York Stock Exchange Inc.,USD,1.00,--
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity,"556,589.70",0.00,"556,589.70","44,706.00",12.45,United States,NASDAQ,USD,1.00,--
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Equity,"589,375.41",0.00,"589,375.41","46,371.00",12.71,United States,NASDAQ,USD,1.00,--
LC,LENDINGCLUB CORP,Financials,Equity,"392,530.32",0.00,"392,530.32","25,961.00",15.12,United States,New York Stock Exchange Inc.,USD,1.00,--
LCID,LUCID GROUP INC,Consumer Discretionary,Equity,"555,320.48",0.00,"555,320.48","266,981.00",2.08,United States,NASDAQ,USD,1.00,--
LCII,LCI INDUSTRIES,Consumer Discretionary,Equity,"801,868.41",0.01,"801,868.41","7,021.00",114.21,United States,New York Stock Exchange Inc.,USD,1.00,--
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"6,097,787.80",0.04,"6,097,787.80","36,305.00",167.96,United States,New York Stock Exchange Inc.,USD,1.00,--
LEA,LEAR CORP,Consumer Discretionary,Equity,"1,544,644.80",0.01,"1,544,644.80","16,080.00",96.06,United States,New York Stock Exchange Inc.,USD,1.00,--
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"3,124,270.56",0.02,"3,124,270.56","15,056.00",207.51,United States,NASDAQ,USD,1.00,--
LEG,LEGGETT & PLATT INC,Consumer Discretionary,Equity,"432,328.40",0.00,"432,328.40","36,638.00",11.80,United States,New York Stock Exchange Inc.,USD,1.00,--
LEN,LENNAR A CORP CLASS A,Consumer Discretionary,Equity,"10,944,119.40",0.07,"10,944,119.40","64,453.00",169.80,United States,New York Stock Exchange Inc.,USD,1.00,--
LENB,LENNAR CORP CLASS B,Consumer Discretionary,Equity,"486,952.58",0.00,"486,952.58","3,037.00",160.34,United States,New York Stock Exchange Inc.,USD,1.00,--
LENZ,LENZ THERAPEUTICS INC,Health Care,Equity,"195,776.10",0.00,"195,776.10","5,770.00",33.93,United States,NASDAQ,USD,1.00,--
LESL,LESLIES INC,Consumer Discretionary,Equity,"116,527.20",0.00,"116,527.20","42,220.00",2.76,United States,NASDAQ,USD,1.00,--
LEU,CENTRUS ENERGY CORP CLASS A,Energy,Equity,"259,917.84",0.00,"259,917.84","3,276.00",79.34,United States,Nyse Mkt Llc,USD,1.00,--
LFST,LIFESTANCE HEALTH GROUP INC,Health Care,Equity,"328,198.62",0.00,"328,198.62","45,394.00",7.23,United States,NASDAQ,USD,1.00,--
LFUS,LITTELFUSE INC,Information Technology,Equity,"1,584,052.20",0.01,"1,584,052.20","6,354.00",249.30,United States,NASDAQ,USD,1.00,--
LGFA,LIONS GATE ENTERTAINMENT VOTING CO,Communication,Equity,"111,643.12",0.00,"111,643.12","14,387.00",7.76,United States,New York Stock Exchange Inc.,USD,1.00,--
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Communication,Equity,"234,556.27",0.00,"234,556.27","34,043.00",6.89,United States,New York Stock Exchange Inc.,USD,1.00,--
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,"631,109.16",0.00,"631,109.16","6,014.00",104.94,United States,NASDAQ,USD,1.00,--
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,"454,757.55",0.00,"454,757.55","3,939.00",115.45,United States,NASDAQ,USD,1.00,--
LGTY,LOGILITY SUPPLY CHAIN SOLUTIONS IN,Information Technology,Equity,"101,469.13",0.00,"101,469.13","8,893.00",11.41,United States,NASDAQ,USD,1.00,--
LH,LABCORP HOLDINGS INC,Health Care,Equity,"5,462,181.94",0.04,"5,462,181.94","22,933.00",238.18,United States,New York Stock Exchange Inc.,USD,1.00,--
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"12,720,433.44",0.08,"12,720,433.44","51,259.00",248.16,United States,New York Stock Exchange Inc.,USD,1.00,--
LIF,LIFE360 INC,Information Technology,Equity,"144,760.12",0.00,"144,760.12","3,299.00",43.88,United States,NASDAQ,USD,1.00,--
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"5,265,402.92",0.03,"5,265,402.92","8,522.00",617.86,United States,New York Stock Exchange Inc.,USD,1.00,--
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,Equity,"78,412.24",0.00,"78,412.24","12,008.00",6.53,United States,NASDAQ,USD,1.00,--
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Equity,"278,394.76",0.00,"278,394.76","43,229.00",6.44,United States,NASDAQ,USD,1.00,--
LIN,LINDE PLC,Materials,Equity,"58,829,443.74",0.38,"58,829,443.74","129,726.00",453.49,United States,NASDAQ,USD,1.00,--
LINC,LINCOLN EDUCATIONAL SERVICES CORP,Consumer Discretionary,Equity,"178,147.26",0.00,"178,147.26","11,553.00",15.42,United States,NASDAQ,USD,1.00,--
LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,Consumer Discretionary,Equity,"165,390.72",0.00,"165,390.72","12,606.00",13.12,United States,NASDAQ,USD,1.00,--
LINE,LINEAGE INC,Real Estate,Equity,"1,053,112.06",0.01,"1,053,112.06","16,679.00",63.14,United States,NASDAQ,USD,1.00,--
LITE,LUMENTUM HOLDINGS INC,Information Technology,Equity,"1,634,070.35",0.01,"1,634,070.35","19,195.00",85.13,United States,NASDAQ,USD,1.00,--
LIVN,LIVANOVA PLC,Health Care,Equity,"728,556.00",0.00,"728,556.00","13,925.00",52.32,United States,NASDAQ,USD,1.00,--
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"438,299.75",0.00,"438,299.75","5,935.00",73.85,United States,NASDAQ,USD,1.00,--
LKQ,LKQ CORP,Consumer Discretionary,Equity,"2,759,138.66",0.02,"2,759,138.66","71,314.00",38.69,United States,NASDAQ,USD,1.00,--
LLY,ELI LILLY,Health Care,Equity,"170,105,577.88",1.09,"170,105,577.88","216,356.00",786.23,United States,New York Stock Exchange Inc.,USD,1.00,--
LLYVA,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity,"317,146.32",0.00,"317,146.32","5,063.00",62.64,United States,NASDAQ,USD,1.00,--
LLYVK,LIBERTY MEDIA LIBERTY LIVE CORP SE,Communication,Equity,"804,216.15",0.01,"804,216.15","12,405.00",64.83,United States,NASDAQ,USD,1.00,--
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"488,311.20",0.00,"488,311.20","4,810.00",101.52,United States,NASDAQ,USD,1.00,--
LMB,LIMBACH HOLDINGS INC,Industrials,Equity,"326,110.32",0.00,"326,110.32","3,672.00",88.81,United States,NASDAQ,USD,1.00,--
LMND,LEMONADE INC,Financials,Equity,"337,013.88",0.00,"337,013.88","10,628.00",31.71,United States,New York Stock Exchange Inc.,USD,1.00,--
LMNR,LIMONEIRA,Consumer Staples,Equity,"195,146.91",0.00,"195,146.91","7,497.00",26.03,United States,NASDAQ,USD,1.00,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"31,029,115.31",0.20,"31,029,115.31","57,569.00",538.99,United States,New York Stock Exchange Inc.,USD,1.00,--
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"1,573,837.36",0.01,"1,573,837.36","45,044.00",34.94,United States,New York Stock Exchange Inc.,USD,1.00,--
LNG,CHENIERE ENERGY INC,Energy,Equity,"13,051,286.82",0.08,"13,051,286.82","61,919.00",210.78,United States,New York Stock Exchange Inc.,USD,1.00,--
LNN,LINDSAY CORP,Industrials,Equity,"389,278.89",0.00,"389,278.89","3,129.00",124.41,United States,New York Stock Exchange Inc.,USD,1.00,--
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"4,059,506.50",0.03,"4,059,506.50","68,227.00",59.50,United States,NASDAQ,USD,1.00,--
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"1,537,010.92",0.01,"1,537,010.92","19,013.00",80.84,United States,NASDAQ,USD,1.00,--
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"2,220,807.40",0.01,"2,220,807.40","23,854.00",93.10,United States,NASDAQ,USD,1.00,--
LOAR,LOAR HOLDINGS INC,Industrials,Equity,"229,500.81",0.00,"229,500.81","2,793.00",82.17,United States,New York Stock Exchange Inc.,USD,1.00,--
LOB,LIVE OAK BANCSHARES INC,Financials,Equity,"414,859.75",0.00,"414,859.75","8,545.00",48.55,United States,New York Stock Exchange Inc.,USD,1.00,--
LOCO,EL POLLO LOCO INC,Consumer Discretionary,Equity,"145,999.77",0.00,"145,999.77","11,487.00",12.71,United States,NASDAQ,USD,1.00,--
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary,Equity,"1,340,804.16",0.01,"1,340,804.16","8,132.00",164.88,United States,NASDAQ,USD,1.00,--
LOVE,LOVESAC COMPANY,Consumer Discretionary,Equity,"119,931.30",0.00,"119,931.30","3,870.00",30.99,United States,NASDAQ,USD,1.00,--
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"41,775,563.40",0.27,"41,775,563.40","154,524.00",270.35,United States,New York Stock Exchange Inc.,USD,1.00,--
LPG,DORIAN LPG LTD,Energy,Equity,"262,854.55",0.00,"262,854.55","9,541.00",27.55,United States,New York Stock Exchange Inc.,USD,1.00,--
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,"6,410,010.66",0.04,"6,410,010.66","20,379.00",314.54,United States,NASDAQ,USD,1.00,--
LPRO,OPEN LENDING CORP,Financials,Equity,"171,253.40",0.00,"171,253.40","27,140.00",6.31,United States,NASDAQ,USD,1.00,--
LPX,LOUISIANA PACIFIC CORP,Materials,Equity,"1,909,231.20",0.01,"1,909,231.20","16,980.00",112.44,United States,New York Stock Exchange Inc.,USD,1.00,--
LQDA,LIQUIDIA CORP,Health Care,Equity,"211,778.12",0.00,"211,778.12","21,125.00",10.03,United States,NASDAQ,USD,1.00,--
LQDT,LIQUIDITY SERVICES INC,Industrials,Equity,"170,318.10",0.00,"170,318.10","6,810.00",25.01,United States,NASDAQ,USD,1.00,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"26,350,461.54",0.17,"26,350,461.54","352,326.00",74.79,United States,NASDAQ,USD,1.00,--
LRMR,LARIMAR THERAPEUTICS INC,Health Care,Equity,"129,166.91",0.00,"129,166.91","17,063.00",7.57,United States,NASDAQ,USD,1.00,--
LRN,STRIDE INC,Consumer Discretionary,Equity,"1,121,621.58",0.01,"1,121,621.58","11,259.00",99.62,United States,New York Stock Exchange Inc.,USD,1.00,--
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"1,868,297.63",0.01,"1,868,297.63","36,901.00",50.63,United States,NASDAQ,USD,1.00,--
LSEA,LANDSEA HOMES CORP,Consumer Discretionary,Equity,"106,141.23",0.00,"106,141.23","9,837.00",10.79,United States,NASDAQ,USD,1.00,--
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"1,745,161.92",0.01,"1,745,161.92","9,312.00",187.41,United States,NASDAQ,USD,1.00,--
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"380,188.08",0.00,"380,188.08","9,963.00",38.16,United States,New York Stock Exchange Inc.,USD,1.00,--
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,"398,222.76",0.00,"398,222.76","16,718.00",23.82,United States,New York Stock Exchange Inc.,USD,1.00,--
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"10,747,651.18",0.07,"10,747,651.18","32,543.00",330.26,United States,NASDAQ,USD,1.00,--
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"2,338,833.56",0.02,"2,338,833.56","271,012.00",8.63,United States,New York Stock Exchange Inc.,USD,1.00,--
LUNG,PULMONX CORP,Health Care,Equity,"52,277.25",0.00,"52,277.25","8,105.00",6.45,United States,NASDAQ,USD,1.00,--
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"5,270,843.60",0.03,"5,270,843.60","162,580.00",32.42,United States,New York Stock Exchange Inc.,USD,1.00,--
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"4,634,517.94",0.03,"4,634,517.94","95,498.00",48.53,United States,New York Stock Exchange Inc.,USD,1.00,--
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"3,147,408.22",0.02,"3,147,408.22","39,142.00",80.41,United States,New York Stock Exchange Inc.,USD,1.00,--
LWLG,LIGHTWAVE LOGIC INC,Information Technology,Equity,"91,902.25",0.00,"91,902.25","31,966.00",2.88,United States,NASDAQ,USD,1.00,--
LXFR,LUXFER HOLDINGS PLC,Industrials,Equity,"107,472.40",0.00,"107,472.40","7,336.00",14.65,United States,New York Stock Exchange Inc.,USD,1.00,--
LXP,LXP INDUSTRIAL TRUST,Real Estate,Equity,"696,139.02",0.00,"696,139.02","75,177.00",9.26,United States,New York Stock Exchange Inc.,USD,1.00,--
LXRX,LEXICON PHARMACEUTICALS INC,Health Care,Equity,"37,402.10",0.00,"37,402.10","35,285.00",1.06,United States,NASDAQ,USD,1.00,--
LXU,LSB INDUSTRIES INC,Materials,Equity,"166,708.32",0.00,"166,708.32","19,659.00",8.48,United States,New York Stock Exchange Inc.,USD,1.00,--
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"5,786,712.96",0.04,"5,786,712.96","70,091.00",82.56,United States,New York Stock Exchange Inc.,USD,1.00,--
LYEL,LYELL IMMUNOPHARMA INC,Health Care,Equity,"45,409.10",0.00,"45,409.10","41,281.00",1.10,United States,NASDAQ,USD,1.00,--
LYFT,LYFT INC CLASS A,Industrials,Equity,"1,684,085.76",0.01,"1,684,085.76","93,978.00",17.92,United States,NASDAQ,USD,1.00,--
LYTS,LSI INDUSTRIES INC,Industrials,Equity,"185,645.10",0.00,"185,645.10","9,078.00",20.45,United States,NASDAQ,USD,1.00,--
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"5,477,526.81",0.04,"5,477,526.81","42,399.00",129.19,United States,New York Stock Exchange Inc.,USD,1.00,--
LZ,LEGALZOOM COM INC,Industrials,Equity,"290,508.41",0.00,"290,508.41","36,359.00",7.99,United States,NASDAQ,USD,1.00,--
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"555,344.58",0.00,"555,344.58","12,894.00",43.07,United States,New York Stock Exchange Inc.,USD,1.00,--
M,MACYS INC,Consumer Discretionary,Equity,"1,159,326.63",0.01,"1,159,326.63","74,459.00",15.57,United States,New York Stock Exchange Inc.,USD,1.00,--
MA,MASTERCARD INC CLASS A,Financials,Equity,"116,270,370.00",0.75,"116,270,370.00","223,425.00",520.40,United States,New York Stock Exchange Inc.,USD,1.00,--
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"4,934,651.09",0.03,"4,934,651.09","31,357.00",157.37,United States,New York Stock Exchange Inc.,USD,1.00,--
MAC,MACERICH REIT,Real Estate,Equity,"1,129,358.67",0.01,"1,129,358.67","58,729.00",19.23,United States,New York Stock Exchange Inc.,USD,1.00,--
MAN,MANPOWER INC,Industrials,Equity,"759,189.30",0.00,"759,189.30","12,022.00",63.15,United States,New York Stock Exchange Inc.,USD,1.00,--
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"4,660,075.50",0.03,"4,660,075.50","16,658.00",279.75,United States,NASDAQ,USD,1.00,--
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"17,519,646.44",0.11,"17,519,646.44","62,122.00",282.02,United States,NASDAQ,USD,1.00,--
MARA,MARA HOLDINGS INC,Information Technology,Equity,"1,520,684.55",0.01,"1,520,684.55","73,145.00",20.79,United States,NASDAQ,USD,1.00,--
MAS,MASCO CORP,Industrials,Equity,"4,697,550.80",0.03,"4,697,550.80","59,320.00",79.19,United States,New York Stock Exchange Inc.,USD,1.00,--
MASI,MASIMO CORP,Health Care,Equity,"1,860,302.40",0.01,"1,860,302.40","11,616.00",160.15,United States,NASDAQ,USD,1.00,--
MASS,908 DEVICES,Information Technology,Equity,"19,016.20",0.00,"19,016.20","7,990.00",2.38,United States,NASDAQ,USD,1.00,--
MAT,MATTEL INC,Consumer Discretionary,Equity,"1,697,914.89",0.01,"1,697,914.89","89,411.00",18.99,United States,NASDAQ,USD,1.00,--
MATV,MATIV HOLDINGS INC,Materials,Equity,"170,089.70",0.00,"170,089.70","14,057.00",12.10,United States,New York Stock Exchange Inc.,USD,1.00,--
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Equity,"189,585.16",0.00,"189,585.16","7,996.00",23.71,United States,NASDAQ,USD,1.00,--
MATX,MATSON INC,Industrials,Equity,"1,555,491.15",0.01,"1,555,491.15","9,453.00",164.55,United States,New York Stock Exchange Inc.,USD,1.00,--
MAX,MEDIAALPHA INC CLASS A,Communication,Equity,"94,284.14",0.00,"94,284.14","7,622.00",12.37,United States,New York Stock Exchange Inc.,USD,1.00,--
MBC,MASTERBRAND INC,Industrials,Equity,"586,708.92",0.00,"586,708.92","34,492.00",17.01,United States,New York Stock Exchange Inc.,USD,1.00,--
MBCN,MIDDLEFIELD BANC CORP,Financials,Equity,"126,917.63",0.00,"126,917.63","4,249.00",29.87,United States,NASDAQ,USD,1.00,--
MBI,MBIA INC,Financials,Equity,"90,668.76",0.00,"90,668.76","15,162.00",5.98,United States,New York Stock Exchange Inc.,USD,1.00,--
MBIN,MERCHANTS BANCORP,Financials,Equity,"211,982.87",0.00,"211,982.87","5,251.00",40.37,United States,NASDAQ,USD,1.00,--
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"213,725.00",0.00,"213,725.00","5,150.00",41.50,United States,NASDAQ,USD,1.00,--
MBWM,MERCANTILE BANK CORP,Financials,Equity,"237,607.25",0.00,"237,607.25","4,805.00",49.45,United States,NASDAQ,USD,1.00,--
MC,MOELIS CLASS A,Financials,Equity,"1,246,545.23",0.01,"1,246,545.23","16,331.00",76.33,United States,New York Stock Exchange Inc.,USD,1.00,--
MCB,METROPOLITAN BANK HOLDING CORP,Financials,Equity,"161,456.04",0.00,"161,456.04","2,487.00",64.92,United States,New York Stock Exchange Inc.,USD,1.00,--
MCBS,METROCITY BANKSHARES INC,Financials,Equity,"260,388.70",0.00,"260,388.70","7,645.00",34.06,United States,NASDAQ,USD,1.00,--
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,"58,166,354.88",0.37,"58,166,354.88","194,823.00",298.56,United States,New York Stock Exchange Inc.,USD,1.00,--
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary,Equity,"109,525.92",0.00,"109,525.92","5,286.00",20.72,United States,NASDAQ,USD,1.00,--
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"9,445,219.20",0.06,"9,445,219.20","143,982.00",65.60,United States,NASDAQ,USD,1.00,--
MCK,MCKESSON CORP,Health Care,Equity,"21,435,530.96",0.14,"21,435,530.96","35,131.00",610.16,United States,New York Stock Exchange Inc.,USD,1.00,--
MCO,MOODYS CORP,Financials,Equity,"20,657,556.50",0.13,"20,657,556.50","42,850.00",482.09,United States,New York Stock Exchange Inc.,USD,1.00,--
MCRI,MONARCH CASINO AND RESORT INC,Consumer Discretionary,Equity,"306,842.42",0.00,"306,842.42","3,673.00",83.54,United States,NASDAQ,USD,1.00,--
MCS,THE MARCUS CORP,Communication,Equity,"164,330.02",0.00,"164,330.02","7,346.00",22.37,United States,New York Stock Exchange Inc.,USD,1.00,--
MCW,MISTER CAR WASH INC,Consumer Discretionary,Equity,"162,391.96",0.00,"162,391.96","20,401.00",7.96,United States,New York Stock Exchange Inc.,USD,1.00,--
MCY,MERCURY GENERAL CORP,Financials,Equity,"521,213.40",0.00,"521,213.40","7,101.00",73.40,United States,New York Stock Exchange Inc.,USD,1.00,--
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"308,336.40",0.00,"308,336.40","20,890.00",14.76,United States,New York Stock Exchange Inc.,USD,1.00,--
MDB,MONGODB INC CLASS A,Information Technology,Equity,"5,572,576.49",0.04,"5,572,576.49","19,111.00",291.59,United States,NASDAQ,USD,1.00,--
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care,Equity,"1,420,732.98",0.01,"1,420,732.98","4,694.00",302.67,United States,NASDAQ,USD,1.00,--
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"23,675,289.44",0.15,"23,675,289.44","361,124.00",65.56,United States,NASDAQ,USD,1.00,--
MDT,MEDTRONIC PLC,Health Care,Equity,"29,904,780.00",0.19,"29,904,780.00","347,730.00",86.00,United States,New York Stock Exchange Inc.,USD,1.00,--
MDU,MDU RESOURCES GROUP INC,Utilities,Equity,"941,658.04",0.01,"941,658.04","52,636.00",17.89,United States,New York Stock Exchange Inc.,USD,1.00,--
MDXG,MIMEDX GROUP INC,Health Care,Equity,"311,207.91",0.00,"311,207.91","33,717.00",9.23,United States,NASDAQ,USD,1.00,--
MED,MEDIFAST INC,Consumer Staples,Equity,"59,007.84",0.00,"59,007.84","3,228.00",18.28,United States,New York Stock Exchange Inc.,USD,1.00,--
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"2,294,323.68",0.01,"2,294,323.68","6,852.00",334.84,United States,NASDAQ,USD,1.00,--
MEG,MONTROSE ENVIRONMENTAL GRP INC,Industrials,Equity,"183,999.20",0.00,"183,999.20","9,064.00",20.30,United States,New York Stock Exchange Inc.,USD,1.00,--
MEI,METHODE ELECTRONICS INC,Information Technology,Equity,"91,193.04",0.00,"91,193.04","9,382.00",9.72,United States,New York Stock Exchange Inc.,USD,1.00,--
MET,METLIFE INC,Financials,Equity,"13,117,788.60",0.08,"13,117,788.60","158,811.00",82.60,United States,New York Stock Exchange Inc.,USD,1.00,--
META,META PLATFORMS INC CLASS A,Communication,Equity,"341,775,682.88",2.19,"341,775,682.88","592,168.00",577.16,United States,NASDAQ,USD,1.00,--
METCV,RAMACO RESOURCES INC CLASS A,Materials,Equity,"141,883.53",0.00,"141,883.53","11,433.00",12.41,United States,NASDAQ,USD,1.00,--
MFA,MFA FINANCIAL INC,Financials,Equity,"331,243.00",0.00,"331,243.00","30,113.00",11.00,United States,New York Stock Exchange Inc.,USD,1.00,--
MGEE,MGE ENERGY INC,Utilities,Equity,"1,013,028.80",0.01,"1,013,028.80","9,584.00",105.70,United States,NASDAQ,USD,1.00,--
